web_scraper_order,web_scraper_start_url,type_habit,prix,adresse,lien_image
"1771239613-1940","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Vêtements","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2654231_uploaded_image1_1601169157.jpg"
"1771239613-1941","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Short homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2654193_uploaded_image1_1601166571.jpg"
"1771239613-1942","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Ensemble survêtements homme","16 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2654151_uploaded_image1_1601163513.jpg"
"1771239613-1943","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Lot de costumes","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2653570_uploaded_image1_1601140157.jpg"
"1771239613-1944","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Caleçons homme","6 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2653308_uploaded_image1_1601131047.jpg"
"1771239613-1945","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Cuissard - caleçon","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2652419_uploaded_image2_1601094196.jpeg"
"1771239613-1946","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Vêtements Homme - Femmes","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2652378_uploaded_image2_1601084336.jpeg"
"1771239613-1947","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Ensemble","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2652207_uploaded_image1_1601071138.jpg"
"1771239613-1948","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Ensemble costume","90 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2651313_uploaded_image1_1601040191.jpg"
"1771239613-1949","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Chemise /  pantalon coton","6 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2651046_uploaded_image1_1601033840.jpg"
"1771239613-1950","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Vêtements homme","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2650794_uploaded_image1_1601028338.jpg"
"1771239613-1951","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Ensemble homme","9 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2650732_uploaded_image1_1601025085.jpg"
"1771239613-1952","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Caleçons","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2650554_uploaded_image2_1601019390.jpeg"
"1771239613-1953","https://sn.coinafrique.com/categorie/vetements-homme?page=96","Caleçons","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2650542_uploaded_image1_1601018762.jpg"
